,,,,,,,,,"Survey","Participant","Question 1"
"06/03/2024 06:16AM","06/03/2024 06:16AM","06/02/2024 09:00PM - 06/04/2024 12:00PM",11.574,"Yes","66533a95bb8cfd1298dcc98a","0.0","0.0","no","10.42.99.63","Participant 186",
"06/02/2024 09:34PM","06/02/2024 09:34PM","06/02/2024 09:00PM - 06/04/2024 12:00PM",37.913,"Yes","66535dfabb8cfd1298ddc823",,,"no","100.109.219.220","Participant 187","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66535dfabb8cfd1298ddc823"
"06/04/2024 12:00PM","06/04/2024 12:00PM","06/04/2024 12:00PM - 06/04/2024 11:59PM",20.04,"Yes","66535dfabb8cfd1298ddc823",,,"no","100.109.219.220","Participant 187","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66535dfabb8cfd1298ddc823"
"06/03/2024 02:24AM","06/03/2024 02:25AM","06/02/2024 09:00PM - 06/04/2024 12:00PM",24.63,"Yes","665366d6bb8cfd1298de0866",,,"no","172.16.0.2","Participant 188","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665366d6bb8cfd1298de0866"
"06/04/2024 01:36PM","06/04/2024 01:37PM","06/04/2024 12:00PM - 06/04/2024 11:59PM",11.827,"Yes","665366d6bb8cfd1298de0866",,,"no","172.16.0.2","Participant 188","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665366d6bb8cfd1298de0866"
"06/03/2024 06:37AM","06/03/2024 06:37AM","06/02/2024 09:00PM - 06/04/2024 12:00PM",8.638,"Yes","649dcebd2d36e4405286ee51","0.0","0.0","no","192.168.1.151","Participant 189",
"06/04/2024 12:17PM","06/04/2024 12:17PM","06/04/2024 12:00PM - 06/04/2024 11:59PM",7.541,"Yes","649dcebd2d36e4405286ee51","0.0","0.0","no","192.168.1.151","Participant 189",
"06/02/2024 09:02PM","06/02/2024 09:03PM","06/02/2024 09:00PM - 06/04/2024 12:00PM",46.827,"Yes","6653837f166f80d1515411e0",,,"no","192.168.100.13","Participant 190","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6653837f166f80d1515411e0"
"06/02/2024 09:02PM","06/02/2024 09:02PM","06/02/2024 09:00PM - 06/04/2024 12:00PM",17.699,"Yes","63e2ad274808cf0b46699b50",,,"no","192.168.12.199","Participant 191","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=63e2ad274808cf0b46699b50"
"06/02/2024 09:01PM","06/02/2024 09:04PM","06/02/2024 09:00PM - 06/04/2024 12:00PM",181.855,"Yes","66539840166f80d15154838c",,,"no","10.163.217.233","Participant 193","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66539840166f80d15154838c"
"06/04/2024 12:42PM","06/04/2024 12:42PM","06/04/2024 12:00PM - 06/04/2024 11:59PM",16.832,"Yes","66539840166f80d15154838c",,,"no","192.168.100.6","Participant 193","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66539840166f80d15154838c"
"06/02/2024 09:00PM","06/02/2024 09:01PM","06/02/2024 09:00PM - 06/04/2024 12:00PM",23.604,"Yes","6653ac76bb8cfd1298dfc1cf","0.0","0.0","no","2604:2d80:d20d:6b00::1001","Participant 194",
"06/04/2024 12:00PM","06/04/2024 12:00PM","06/04/2024 12:00PM - 06/04/2024 11:59PM",15.449,"Yes","6653ac76bb8cfd1298dfc1cf","0.0","0.0","no","2604:2d80:d20d:6b00::1001","Participant 194",
"06/02/2024 09:16PM","06/02/2024 09:16PM","06/02/2024 09:00PM - 06/04/2024 12:00PM",11.692,"Yes","6653b19cbb8cfd1298dfd6da","0.0","0.0","no","192.168.50.66","Participant 195",
"06/04/2024 12:02PM","06/04/2024 12:02PM","06/04/2024 12:00PM - 06/04/2024 11:59PM",8.907,"Yes","6653b19cbb8cfd1298dfd6da","0.0","0.0","no","172.85.4.139","Participant 195",
"06/02/2024 09:24PM","06/02/2024 09:24PM","06/02/2024 09:00PM - 06/04/2024 12:00PM",6.9,"Yes","6478fe9fec109b0b53d222c2",,,"no","192.168.50.203","Participant 196","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6478fe9fec109b0b53d222c2"
"06/04/2024 06:41AM","06/04/2024 06:42AM","06/03/2024 09:00PM - 06/05/2024 12:00PM",15.971,"Yes","64e7e23845191ff324ef7998","0.0","0.0","no","10.52.167.203","Participant 197",
"06/05/2024 09:47AM","06/05/2024 09:48AM","06/03/2024 09:00PM - 06/05/2024 12:00PM",23.851,"Yes","66533cd5bb8cfd1298dcd308",,,"no","10.0.184.80","Participant 201","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66533cd5bb8cfd1298dcd308"
"06/05/2024 07:32PM","06/05/2024 07:32PM","06/05/2024 12:00PM - 06/05/2024 11:59PM",8.069,"Yes","66533cd5bb8cfd1298dcd308",,,"no","100.69.67.154","Participant 201","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66533cd5bb8cfd1298dcd308"
"06/05/2024 10:17AM","06/05/2024 10:17AM","06/03/2024 09:00PM - 06/05/2024 12:00PM",10.519,"Yes","66533ebabb8cfd1298dce361","0.0","0.0","no","10.106.207.184","Participant 205",
"06/04/2024 04:58PM","06/04/2024 05:03PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",276.26,"Yes","664cbbb1cfaa164d8632912f",,,"no","10.47.79.50","Participant 206","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=664cbbb1cfaa164d8632912f"
"06/03/2024 09:00PM","06/03/2024 09:01PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",49.881,"Yes","66542d6bbb8cfd1298e22d68",,,"no","10.166.88.254","Participant 207","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66542d6bbb8cfd1298e22d68"
"06/04/2024 05:32AM","06/04/2024 05:32AM","06/03/2024 09:00PM - 06/05/2024 12:00PM",5.127,"Yes","665398c6bb8cfd1298df5f90",,,"no","192.168.100.13","Participant 209","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665398c6bb8cfd1298df5f90"
"06/04/2024 05:08AM","06/04/2024 05:08AM","06/03/2024 09:00PM - 06/05/2024 12:00PM",10.777,"Yes","66547ee5bb8cfd1298e32aff",,,"no","192.168.100.13","Participant 211","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66547ee5bb8cfd1298e32aff"
"06/04/2024 04:57AM","06/04/2024 04:57AM","06/03/2024 09:00PM - 06/05/2024 12:00PM",8.014,"Yes","66548485166f80d151586e0b",,,"no","192.168.100.13","Participant 212","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66548485166f80d151586e0b"
"06/03/2024 09:03PM","06/03/2024 09:03PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",28.474,"Yes","66548744bb8cfd1298e3594b",,,"no","10.122.238.17","Participant 213","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66548744bb8cfd1298e3594b"
"06/05/2024 12:02PM","06/05/2024 12:02PM","06/05/2024 12:00PM - 06/05/2024 11:59PM",10.216,"Yes","66548744bb8cfd1298e3594b",,,"no","10.163.16.43","Participant 213","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66548744bb8cfd1298e3594b"
"06/04/2024 04:44AM","06/04/2024 04:44AM","06/03/2024 09:00PM - 06/05/2024 12:00PM",16.622,"Yes","66548a9c166f80d151588eb9",,,"no","192.168.100.13","Participant 214","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66548a9c166f80d151588eb9"
"06/04/2024 01:24PM","06/04/2024 01:24PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",14.263,"Yes","66548a91166f80d151588ea7",,,"no","10.211.1.93","Participant 215","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66548a91166f80d151588ea7"
"06/03/2024 09:09PM","06/03/2024 09:09PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",9.625,"Yes","665490f2bb8cfd1298e38f8f",,,"no","192.168.0.100","Participant 217","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665490f2bb8cfd1298e38f8f"
"06/05/2024 08:48PM","06/05/2024 08:48PM","06/05/2024 12:00PM - 06/05/2024 11:59PM",12.894,"Yes","665490f2bb8cfd1298e38f8f",,,"no","192.168.0.20","Participant 217","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665490f2bb8cfd1298e38f8f"
"06/04/2024 11:01AM","06/04/2024 11:01AM","06/03/2024 09:00PM - 06/05/2024 12:00PM",10.262,"Yes","6654acf8bb8cfd1298e45da6","0.0","0.0","no","192.168.1.152","Participant 218",
"06/05/2024 12:20PM","06/05/2024 12:21PM","06/05/2024 12:00PM - 06/05/2024 11:59PM",9.682,"Yes","6654acf8bb8cfd1298e45da6","0.0","0.0","no","192.168.1.152","Participant 218",
"06/03/2024 09:02PM","06/03/2024 09:03PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",38.135,"Yes","6654b0a0bb8cfd1298e48814",,,"no","192.168.166.101","Participant 219","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6654b0a0bb8cfd1298e48814"
"06/04/2024 12:36PM","06/04/2024 12:37PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",7.724,"Yes","6653812bbb8cfd1298ded0e1","0.0","0.0","no","10.19.255.205","Participant 220",
"06/03/2024 09:03PM","06/03/2024 09:12PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",539.493,"Yes","6654c7d8bb8cfd1298e5399a","0.0","0.0","no","192.168.1.125","Participant 222",
"06/03/2024 09:01PM","06/03/2024 09:02PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",60.175,"Yes","664fb468e0fe3a9553b26ed8","0.0","0.0","no","192.168.0.227","Participant 223",
"06/05/2024 06:00PM","06/05/2024 06:01PM","06/05/2024 12:00PM - 06/05/2024 11:59PM",22.117,"Yes","664fb468e0fe3a9553b26ed8","0.0","0.0","no","192.168.5.8","Participant 223",
"06/03/2024 09:23PM","06/03/2024 09:31PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",495.364,"Yes","6654c559166f80d1515a39a3",,,"no","192.168.1.197","Participant 224","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6654c559166f80d1515a39a3"
"06/03/2024 09:00PM","06/03/2024 09:00PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",13.191,"Yes","66551565bb8cfd1298e6eb1a","0.0","0.0","no","2600:4040:44ed:bd01:f947:1972:1ac9:4d3a","Participant 226",
"06/03/2024 09:11PM","06/03/2024 09:12PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",44.482,"Yes","665521c1bb8cfd1298e74dbd","0.0","0.0","no","192.168.1.6","Participant 227",
"06/03/2024 09:30PM","06/03/2024 09:30PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",7.831,"Yes","6460232c7931520b527193f3","0.0","0.0","no","192.168.1.33","Participant 229",
"06/05/2024 12:00PM","06/05/2024 12:00PM","06/05/2024 12:00PM - 06/05/2024 11:59PM",13.015,"Yes","6460232c7931520b527193f3","0.0","0.0","no","192.168.1.216","Participant 229",
"06/03/2024 09:00PM","06/03/2024 09:00PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",9.639,"Yes","66552993166f80d1515ca460","0.0","0.0","no","2600:1009:a021:bdda:874:9f75:e2fd:2248","Participant 230",
"06/05/2024 12:01PM","06/05/2024 12:01PM","06/05/2024 12:00PM - 06/05/2024 11:59PM",11.899,"Yes","66552993166f80d1515ca460","0.0","0.0","no","2600:1009:a021:bdda:1867:41e5:592d:3983","Participant 230",
"06/03/2024 09:00PM","06/03/2024 09:01PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",18.068,"Yes","665528e5166f80d1515c9ef6","0.0","0.0","no","2600:381:645e:b39c:c4ef:b656:23f7:e109","Participant 231",
"06/03/2024 09:03PM","06/03/2024 09:03PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",22.278,"Yes","6655280f166f80d1515c9b0a",,,"no","100.117.216.61","Participant 232","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6655280f166f80d1515c9b0a"
"06/03/2024 09:00PM","06/03/2024 09:00PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",10.676,"Yes","6654d333bb8cfd1298e570ed","0.0","0.0","no","192.168.0.6","Participant 233",
"06/03/2024 11:46PM","06/03/2024 11:46PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",5.305,"Yes","66553f64bb8cfd1298e82e0b",,,"no","192.168.50.210","Participant 234","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66553f64bb8cfd1298e82e0b"
"06/03/2024 10:57PM","06/03/2024 10:57PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",13.21,"Yes","66554543bb8cfd1298e8491f",,,"no","192.168.1.253","Participant 235","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66554543bb8cfd1298e8491f"
"06/03/2024 09:00PM","06/03/2024 09:19PM","06/03/2024 09:00PM - 06/05/2024 12:00PM",1124.539,"Yes","66554d5bbb8cfd1298e8a0c7",,,"no","192.168.1.152","Participant 236","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66554d5bbb8cfd1298e8a0c7"
"06/05/2024 12:47PM","06/05/2024 12:47PM","06/05/2024 12:00PM - 06/05/2024 11:59PM",17.262,"Yes","66554d5bbb8cfd1298e8a0c7",,,"no","192.168.1.152","Participant 236","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66554d5bbb8cfd1298e8a0c7"
"06/05/2024 07:14AM","06/05/2024 07:14AM","06/04/2024 09:00PM - 06/06/2024 12:00PM",7.627,"Yes","6655cfeabb8cfd1298ea772a",,,"no","192.168.100.13","Participant 237","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6655cfeabb8cfd1298ea772a"
"06/05/2024 06:55AM","06/05/2024 06:55AM","06/04/2024 09:00PM - 06/06/2024 12:00PM",11.496,"Yes","6655ee15166f80d151609eb5",,,"no","192.168.100.13","Participant 239","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6655ee15166f80d151609eb5"
"06/05/2024 04:38PM","06/05/2024 04:38PM","06/04/2024 09:00PM - 06/06/2024 12:00PM",16.998,"Yes","6655ef82166f80d15160a602",,,"no","192.0.0.4","Participant 240","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6655ef82166f80d15160a602"
"06/06/2024 02:32PM","06/06/2024 02:32PM","06/06/2024 12:00PM - 06/06/2024 11:59PM",17.283,"Yes","6655ef82166f80d15160a602",,,"no","192.0.0.4","Participant 240","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6655ef82166f80d15160a602"
"06/05/2024 12:00PM","06/05/2024 12:00PM","06/04/2024 09:00PM - 06/06/2024 12:00PM",21.807,"Yes","6656010fbb8cfd1298ec2165","0.0","0.0","no","10.122.0.58","Participant 241",
"06/05/2024 07:46PM","06/05/2024 07:46PM","06/04/2024 09:00PM - 06/06/2024 12:00PM",9.122,"Yes","645d56298a4f2e5f727a6e7b",,,"no","192.168.0.100","Participant 242","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=645d56298a4f2e5f727a6e7b"
"06/06/2024 12:02PM","06/06/2024 12:02PM","06/06/2024 12:00PM - 06/06/2024 11:59PM",8.73,"Yes","645d56298a4f2e5f727a6e7b",,,"no","192.168.0.100","Participant 242","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=645d56298a4f2e5f727a6e7b"
"06/05/2024 12:20PM","06/05/2024 12:20PM","06/04/2024 09:00PM - 06/06/2024 12:00PM",19.662,"Yes","66560260bb8cfd1298ec2d4a","0.0","0.0","no","2607:fb90:df8f:4e30:5c33:1263:792:65cd","Participant 244",
"06/06/2024 12:23PM","06/06/2024 12:23PM","06/06/2024 12:00PM - 06/06/2024 11:59PM",14.546,"Yes","66560260bb8cfd1298ec2d4a","0.0","0.0","no","192.168.1.3","Participant 244",
"06/05/2024 03:54AM","06/05/2024 03:54AM","06/04/2024 09:00PM - 06/06/2024 12:00PM",11.625,"Yes","6656090b166f80d151618845",,,"no","192.168.0.131","Participant 245","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6656090b166f80d151618845"
"06/04/2024 09:05PM","06/04/2024 09:05PM","06/04/2024 09:00PM - 06/06/2024 12:00PM",5.362,"Yes","66560d97166f80d15161b87e","0.0","0.0","no","2600:1009:100d:9b06:682b:5fc8:7b98:7b1e","Participant 246",
"06/06/2024 12:01PM","06/06/2024 12:01PM","06/06/2024 12:00PM - 06/06/2024 11:59PM",6.384,"Yes","66560d97166f80d15161b87e","0.0","0.0","no","192.168.1.42","Participant 246",
"06/04/2024 09:13PM","06/04/2024 09:15PM","06/04/2024 09:00PM - 06/06/2024 12:00PM",131.833,"Yes","66561348bb8cfd1298ecc47a",,,"no","192.168.1.115","Participant 247","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66561348bb8cfd1298ecc47a"
"06/04/2024 09:00PM","06/04/2024 09:00PM","06/04/2024 09:00PM - 06/06/2024 12:00PM",26.497,"Yes","66561a83166f80d151621a86",,,"no","10.139.34.21","Participant 248","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66561a83166f80d151621a86"
"06/06/2024 12:09PM","06/06/2024 12:10PM","06/06/2024 12:00PM - 06/06/2024 11:59PM",75.5,"Yes","66561a83166f80d151621a86",,,"no","10.151.220.162","Participant 248","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66561a83166f80d151621a86"
"06/05/2024 07:03AM","06/05/2024 07:03AM","06/04/2024 09:00PM - 06/06/2024 12:00PM",20.307,"Yes","66537f6bbb8cfd1298debd4c",,,"no","192.168.100.13","Participant 250","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66537f6bbb8cfd1298debd4c"
"06/04/2024 09:26PM","06/04/2024 09:29PM","06/04/2024 09:00PM - 06/06/2024 12:00PM",158.644,"Yes","6656291abb8cfd1298ed64db",,,"no","192.168.43.1","Participant 251","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6656291abb8cfd1298ed64db"
"06/06/2024 07:57PM","06/06/2024 07:57PM","06/06/2024 12:00PM - 06/06/2024 11:59PM",10.504,"Yes","6656291abb8cfd1298ed64db",,,"no","192.168.43.1","Participant 251","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6656291abb8cfd1298ed64db"
"06/05/2024 04:49PM","06/05/2024 04:49PM","06/04/2024 09:00PM - 06/06/2024 12:00PM",4.871,"Yes","66563921bb8cfd1298eded48",,,"no","10.94.150.41","Participant 252","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66563921bb8cfd1298eded48"
"06/06/2024 10:49AM","06/06/2024 10:49AM","06/05/2024 09:00PM - 06/07/2024 12:00PM",7.143,"Yes","6656aec8166f80d15165f6e2",,,"no","192.168.100.13","Participant 254","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6656aec8166f80d15165f6e2"
"06/05/2024 09:05PM","06/05/2024 09:05PM","06/05/2024 09:00PM - 06/07/2024 12:00PM",4.881,"Yes","6656b106166f80d15165fc88",,,"no","10.0.19.73","Participant 255","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6656b106166f80d15165fc88"
"06/07/2024 12:00PM","06/07/2024 12:01PM","06/07/2024 12:00PM - 06/07/2024 11:59PM",15.559,"Yes","6656ca1fbb8cfd1298f121d2",,,"no","10.164.112.234","Participant 256","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6656ca1fbb8cfd1298f121d2"
"06/05/2024 10:24PM","06/05/2024 10:24PM","06/05/2024 09:00PM - 06/07/2024 12:00PM",15.094,"Yes","66572c94166f80d15167b8c4","0.0","0.0","no","192.168.166.250","Participant 257",
"06/06/2024 05:27PM","06/06/2024 05:27PM","06/05/2024 09:00PM - 06/07/2024 12:00PM",14.224,"Yes","66574eaebb8cfd1298f3d9f2",,,"no","10.189.151.100","Participant 258","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66574eaebb8cfd1298f3d9f2"
"06/07/2024 12:17PM","06/07/2024 12:18PM","06/07/2024 12:00PM - 06/07/2024 11:59PM",14.684,"Yes","66568207166f80d151650392",,,"no","192.168.1.67","Participant 259","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66568207166f80d151650392"
"06/05/2024 09:00PM","06/05/2024 09:01PM","06/05/2024 09:00PM - 06/07/2024 12:00PM",67.765,"Yes","66579031bb8cfd1298f5bf53",,,"no","102.5.241.115","Participant 260","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66579031bb8cfd1298f5bf53"
"06/07/2024 07:21PM","06/07/2024 07:21PM","06/07/2024 12:00PM - 06/07/2024 11:59PM",13.974,"Yes","66579031bb8cfd1298f5bf53",,,"no","10.59.6.201","Participant 260","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66579031bb8cfd1298f5bf53"
"06/06/2024 07:05AM","06/06/2024 07:05AM","06/05/2024 09:00PM - 06/07/2024 12:00PM",6.199,"Yes","66579e1d166f80d1516b17b4","0.0","0.0","no","10.23.50.143","Participant 262",
"06/05/2024 09:02PM","06/05/2024 09:02PM","06/05/2024 09:00PM - 06/07/2024 12:00PM",8.33,"Yes","665738e4166f80d151682d16",,,"no","192.168.1.62","Participant 263","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665738e4166f80d151682d16"
"06/07/2024 06:15PM","06/07/2024 06:15PM","06/07/2024 12:00PM - 06/07/2024 11:59PM",6.157,"Yes","665738e4166f80d151682d16",,,"no","192.168.1.62","Participant 263","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665738e4166f80d151682d16"
"06/07/2024 07:15AM","06/07/2024 07:16AM","06/06/2024 09:00PM - 06/08/2024 12:00PM",5.882,"Yes","665802d0bb8cfd1298f87086",,,"no","192.168.100.13","Participant 264","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665802d0bb8cfd1298f87086"
"06/08/2024 03:03PM","06/08/2024 03:03PM","06/08/2024 12:00PM - 06/08/2024 11:59PM",7.159,"Yes","665802d0bb8cfd1298f87086",,,"no","10.163.72.165","Participant 264","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=665802d0bb8cfd1298f87086"
"06/06/2024 10:29PM","06/06/2024 10:29PM","06/06/2024 09:00PM - 06/08/2024 12:00PM",19.743,"Yes","66581e05bb8cfd1298f8b260",,,"no","10.163.73.213","Participant 266","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66581e05bb8cfd1298f8b260"
"06/08/2024 02:44PM","06/08/2024 02:51PM","06/08/2024 12:00PM - 06/08/2024 11:59PM",429.421,"Yes","66581e05bb8cfd1298f8b260",,,"no","100.108.221.52","Participant 266","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66581e05bb8cfd1298f8b260"
"06/06/2024 10:13PM","06/06/2024 10:13PM","06/06/2024 09:00PM - 06/08/2024 12:00PM",43.635,"Yes","66582321166f80d1516dd89f",,,"no","10.162.188.83","Participant 267","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66582321166f80d1516dd89f"
"06/06/2024 11:03PM","06/06/2024 11:03PM","06/06/2024 09:00PM - 06/08/2024 12:00PM",5.915,"Yes","6658282fbb8cfd1298f8d1d1",,,"no","10.163.73.213","Participant 268","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6658282fbb8cfd1298f8d1d1"
"06/06/2024 11:14PM","06/06/2024 11:14PM","06/06/2024 09:00PM - 06/08/2024 12:00PM",7.467,"Yes","66582c50bb8cfd1298f8df62",,,"no","10.163.73.213","Participant 269","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66582c50bb8cfd1298f8df62"
"06/06/2024 09:42PM","06/06/2024 09:42PM","06/06/2024 09:00PM - 06/08/2024 12:00PM",11.68,"Yes","6658302f166f80d1516dffb7",,,"no","154.78.166.241","Participant 270","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=6658302f166f80d1516dffb7"
"06/06/2024 10:39PM","06/06/2024 10:40PM","06/06/2024 09:00PM - 06/08/2024 12:00PM",35.965,"Yes","66583651bb8cfd1298f8ff19",,,"no","10.163.73.213","Participant 271","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66583651bb8cfd1298f8ff19"
"06/06/2024 09:43PM","06/06/2024 09:44PM","06/06/2024 09:00PM - 06/08/2024 12:00PM",9.202,"Yes","66583bfd166f80d1516e3964",,,"no","154.78.166.241","Participant 272","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66583bfd166f80d1516e3964"
"06/06/2024 10:51PM","06/06/2024 10:52PM","06/06/2024 09:00PM - 06/08/2024 12:00PM",10.324,"Yes","66583e54bb8cfd1298f93299",,,"no","10.163.73.213","Participant 273","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66583e54bb8cfd1298f93299"
"06/06/2024 10:26PM","06/06/2024 10:27PM","06/06/2024 09:00PM - 06/08/2024 12:00PM",33.275,"Yes","66577d4cbb8cfd1298f551a2",,,"no","10.47.140.170","Participant 274","https://adelphiderner.qualtrics.com/jfe/form/SV_3JfpYVRIhGVcv6S?EID=66577d4cbb8cfd1298f551a2"
